"","order","geometry"
"40064","Lepidoptera",c(5995069.98845629, 1979544.54943929)
"40094","Diptera",c(5995069.98845629, 1979544.54943929)
"40100","Hymenoptera",c(5995069.98845629, 1979544.54943929)
"40131","Diptera",c(5995069.98845629, 1979544.54943929)
"40137","Hymenoptera",c(5995069.98845629, 1979544.54943929)
"40157","Diptera",c(5995069.98845629, 1979544.54943929)
"40194","Diptera",c(5995069.98845629, 1979544.54943929)
"40201","Diptera",c(5995069.98845629, 1979544.54943929)
"40204","Diptera",c(5995069.98845629, 1979544.54943929)
"40209","Diptera",c(5995069.98845629, 1979544.54943929)
"40214","Diptera",c(5995069.98845629, 1979544.54943929)
"40233","Hymenoptera",c(5995069.98845629, 1979544.54943929)
"40238","Hymenoptera",c(5995069.98845629, 1979544.54943929)
"40243","Hymenoptera",c(5995069.98845629, 1979544.54943929)
"40244","Diptera",c(5995069.98845629, 1979544.54943929)
"40251","Hymenoptera",c(5995069.98845629, 1979544.54943929)
"40256","Hymenoptera",c(5995069.98845629, 1979544.54943929)
"40263","Hymenoptera",c(5995069.98845629, 1979544.54943929)
"40272","Diptera",c(5995069.98845629, 1979544.54943929)
"40276","Diptera",c(5995069.98845629, 1979544.54943929)
"40282","Lepidoptera",c(5995069.98845629, 1979544.54943929)
"40303","Diptera",c(5995069.98845629, 1979544.54943929)
"40305","Lepidoptera",c(5995069.98845629, 1979544.54943929)
"40310","Diptera",c(5995069.98845629, 1979544.54943929)
"40320","Diptera",c(5995069.98845629, 1979544.54943929)
"40325","Diptera",c(5995069.98845629, 1979544.54943929)
"40328","Psocodea",c(5995069.98845629, 1979544.54943929)
"40337","Hymenoptera",c(5995069.98845629, 1979544.54943929)
"40343","Diptera",c(5995069.98845629, 1979544.54943929)
"40352","Diptera",c(5995069.98845629, 1979544.54943929)
"40353","Hymenoptera",c(5995069.98845629, 1979544.54943929)
"40356","Diptera",c(5995069.98845629, 1979544.54943929)
"40359","Hymenoptera",c(5995069.98845629, 1979544.54943929)
"40364","Hymenoptera",c(5995069.98845629, 1979544.54943929)
"40371","Diptera",c(5995069.98845629, 1979544.54943929)
"40384","Hymenoptera",c(5995069.98845629, 1979544.54943929)
"40397","Hymenoptera",c(5995069.98845629, 1979544.54943929)
"40399","Diptera",c(5995069.98845629, 1979544.54943929)
"40400","Diptera",c(5995069.98845629, 1979544.54943929)
"40411","Diptera",c(5995069.98845629, 1979544.54943929)
"40414","Diptera",c(5995069.98845629, 1979544.54943929)
"40416","Lepidoptera",c(5995069.98845629, 1979544.54943929)
"40432","Diptera",c(5995069.98845629, 1979544.54943929)
"40463","Hymenoptera",c(5995069.98845629, 1979544.54943929)
"40467","Diptera",c(5995069.98845629, 1979544.54943929)
"40469","Diptera",c(5995069.98845629, 1979544.54943929)
"40470","Diptera",c(5995069.98845629, 1979544.54943929)
"40471","Diptera",c(5995069.98845629, 1979544.54943929)
"40482","Hymenoptera",c(5995069.98845629, 1979544.54943929)
"40493","Hymenoptera",c(5995069.98845629, 1979544.54943929)
"40496","Diptera",c(5995069.98845629, 1979544.54943929)
"40504","Diptera",c(5995069.98845629, 1979544.54943929)
"40510","Diptera",c(5995069.98845629, 1979544.54943929)
"40532","Diptera",c(5995069.98845629, 1979544.54943929)
"40539","Diptera",c(5995069.98845629, 1979544.54943929)
"40570","Diptera",c(5995069.98845629, 1979544.54943929)
"40573","Hymenoptera",c(5995069.98845629, 1979544.54943929)
"40574","Lepidoptera",c(5995069.98845629, 1979544.54943929)
"40583","Lepidoptera",c(5995069.98845629, 1979544.54943929)
"40590","Diptera",c(5995069.98845629, 1979544.54943929)
"40606","Diptera",c(5995069.98845629, 1979544.54943929)
"40612","Diptera",c(5995069.98845629, 1979544.54943929)
"40625","Diptera",c(5995069.98845629, 1979544.54943929)
"40626","Diptera",c(5995069.98845629, 1979544.54943929)
"40627","Diptera",c(5995069.98845629, 1979544.54943929)
"40629","Lepidoptera",c(5995069.98845629, 1979544.54943929)
"40634","Diptera",c(5995069.98845629, 1979544.54943929)
"40639","Diptera",c(5995069.98845629, 1979544.54943929)
"40640","Lepidoptera",c(5995069.98845629, 1979544.54943929)
"40648","Hymenoptera",c(5995069.98845629, 1979544.54943929)
"40665","Hymenoptera",c(5995069.98845629, 1979544.54943929)
"40668","Lepidoptera",c(5995069.98845629, 1979544.54943929)
"40682","Diptera",c(5995069.98845629, 1979544.54943929)
"40693","Diptera",c(5995069.98845629, 1979544.54943929)
"40694","Diptera",c(5995069.98845629, 1979544.54943929)
"40698","Diptera",c(5995069.98845629, 1979544.54943929)
"40701","Diptera",c(5995069.98845629, 1979544.54943929)
"40706","Psocodea",c(5995069.98845629, 1979544.54943929)
"40707","Hymenoptera",c(5995069.98845629, 1979544.54943929)
"40709","Diptera",c(5995069.98845629, 1979544.54943929)
"40713","Lepidoptera",c(5995069.98845629, 1979544.54943929)
"40714","Diptera",c(5995069.98845629, 1979544.54943929)
"40730","Hymenoptera",c(5995069.98845629, 1979544.54943929)
"40732","Hymenoptera",c(5995069.98845629, 1979544.54943929)
"40736","Diptera",c(5995069.98845629, 1979544.54943929)
"40743","Hymenoptera",c(5995069.98845629, 1979544.54943929)
"40749","Diptera",c(5995069.98845629, 1979544.54943929)
"40752","Diptera",c(5995069.98845629, 1979544.54943929)
"40754","Hymenoptera",c(5995069.98845629, 1979544.54943929)
"40757","Diptera",c(5995069.98845629, 1979544.54943929)
"40758","Diptera",c(5995069.98845629, 1979544.54943929)
"40759","Diptera",c(5995069.98845629, 1979544.54943929)
"40778","Diptera",c(5995069.98845629, 1979544.54943929)
"40793","Diptera",c(5995069.98845629, 1979544.54943929)
"40798","Diptera",c(5995069.98845629, 1979544.54943929)
"40802","Diptera",c(5995069.98845629, 1979544.54943929)
"40804","Diptera",c(5995069.98845629, 1979544.54943929)
"40808","Hymenoptera",c(5995069.98845629, 1979544.54943929)
"40822","Diptera",c(5995069.98845629, 1979544.54943929)
"40830","Diptera",c(5995069.98845629, 1979544.54943929)
"40839","Diptera",c(5995069.98845629, 1979544.54943929)
"40841","Hymenoptera",c(5995069.98845629, 1979544.54943929)
"40854","Diptera",c(5995069.98845629, 1979544.54943929)
"40867","Lepidoptera",c(5995069.98845629, 1979544.54943929)
"40878","Diptera",c(5995069.98845629, 1979544.54943929)
"40879","Diptera",c(5995069.98845629, 1979544.54943929)
"40892","Diptera",c(5995069.98845629, 1979544.54943929)
"40903","Diptera",c(5995069.98845629, 1979544.54943929)
"40906","Diptera",c(5995069.98845629, 1979544.54943929)
"40931","Diptera",c(5995069.98845629, 1979544.54943929)
"40933","Diptera",c(5995069.98845629, 1979544.54943929)
"40947","Lepidoptera",c(5995069.98845629, 1979544.54943929)
"40951","Diptera",c(5995069.98845629, 1979544.54943929)
"40957","Diptera",c(5995069.98845629, 1979544.54943929)
"40968","Diptera",c(5995069.98845629, 1979544.54943929)
"40970","Diptera",c(5995069.98845629, 1979544.54943929)
"40972","Psocodea",c(5995069.98845629, 1979544.54943929)
"40981","Lepidoptera",c(5995069.98845629, 1979544.54943929)
"40987","Diptera",c(5995069.98845629, 1979544.54943929)
"40995","Diptera",c(5995069.98845629, 1979544.54943929)
"40998","Diptera",c(5995069.98845629, 1979544.54943929)
"41012","Diptera",c(5995069.98845629, 1979544.54943929)
"41013","Hymenoptera",c(5995069.98845629, 1979544.54943929)
"41022","Lepidoptera",c(5995069.98845629, 1979544.54943929)
"41026","Hymenoptera",c(5995069.98845629, 1979544.54943929)
"41040","Diptera",c(5995069.98845629, 1979544.54943929)
"41041","Diptera",c(5995069.98845629, 1979544.54943929)
"41042","Diptera",c(5995069.98845629, 1979544.54943929)
"41059","Diptera",c(5995069.98845629, 1979544.54943929)
"41061","Lepidoptera",c(5995069.98845629, 1979544.54943929)
"41093","Hymenoptera",c(5995069.98845629, 1979544.54943929)
"41100","Diptera",c(5995069.98845629, 1979544.54943929)
"41289","Sessilia",c(5995170.34223639, 1975827.12601597)
"41663","Coleoptera",c(5994351.7372064, 1978011.41601509)
"41699","Araneae",c(5995384.61425481, 1979367.59711192)
"41700","Hymenoptera",c(5995091.38039142, 1978462.02512064)
"41726","Decapoda",c(5995142.50484172, 1975758.12535274)
"41911","Diptera",c(5995350.03945604, 1977743.05492543)
"42420","Coleoptera",c(5994838.85204689, 1976265.73555612)
"42423","Coleoptera",c(5994170.2192641, 1977322.88010841)
"42438","Coleoptera",c(5994838.85204689, 1976265.73555612)
"42443","Coleoptera",c(5994838.85204689, 1976265.73555612)
"42444","Coleoptera",c(5994170.2192641, 1977322.88010841)
"42445","Coleoptera",c(5994838.85204689, 1976265.73555612)
"42447","Coleoptera",c(5994838.85204689, 1976265.73555612)
"42452","Coleoptera",c(5994170.2192641, 1977322.88010841)
"42477","Coleoptera",c(5994170.2192641, 1977322.88010841)
"42485","Coleoptera",c(5994838.85204689, 1976265.73555612)
"43575","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"43585","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"43592","Hymenoptera",c(5994036.56144064, 1977434.5779758)
"43612","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"43613","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"43615","Hymenoptera",c(5994344.38554373, 1977763.68044474)
"43619","Hymenoptera",c(5993982.09293703, 1977908.77743342)
"43629","Hymenoptera",c(5995076.26225593, 1976410.53046803)
"43631","Hymenoptera",c(5994344.38554373, 1977763.68044474)
"43634","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"43639","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"43642","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"43643","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"43644","Hymenoptera",c(5993982.09293703, 1977908.77743342)
"43652","Hymenoptera",c(5993982.09293703, 1977908.77743342)
"43655","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"43658","Hymenoptera",c(5994344.38554373, 1977763.68044474)
"43661","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"43671","Hymenoptera",c(5994633.00685447, 1978679.15949678)
"43674","Hymenoptera",c(5994344.38554373, 1977763.68044474)
"43715","Hymenoptera",c(5995076.26225593, 1976410.53046803)
"43836","Hymenoptera",c(5995384.89165402, 1978042.3264941)
"43844","Hymenoptera",c(5995562.0186526, 1978174.41985706)
"43861","Hymenoptera",c(5995532.2387502, 1977968.96120382)
"43975","Hymenoptera",c(5994977.3341645, 1976121.19266513)
"46646","Coleoptera",c(5995751.11104486, 1978592.01812421)
"46815","Lepidoptera",c(5995751.11104486, 1978592.01812421)
"47079","Coleoptera",c(5994977.3341645, 1976121.19266513)
"47319","Hymenoptera",c(5995076.26225593, 1976410.53046803)
"47373","Hymenoptera",c(5995076.26225593, 1976410.53046803)
"47387","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"47397","Hymenoptera",c(5994344.38554373, 1977763.68044474)
"47408","Hymenoptera",c(5994344.38554373, 1977763.68044474)
"47416","Hymenoptera",c(5994344.38554373, 1977763.68044474)
"47452","Hymenoptera",c(5994824.37127749, 1979556.42159271)
"47463","Hymenoptera",c(5995076.26225593, 1976410.53046803)
"49014","Hymenoptera",c(5993813.18193616, 1977571.6161258)
"49447","Hemiptera",c(5995751.11104486, 1978592.01812421)
"51508","Lepidoptera",c(5995075.95832351, 1978476.14478857)
"52026","Lepidoptera",c(5995499.36354649, 1978970.53089881)
"52259","Lepidoptera",c(5995499.36354649, 1978970.53089881)
"52309","Lepidoptera",c(5995499.36354649, 1978970.53089881)
"52427","Lepidoptera",c(5995751.11104486, 1978592.01812421)
"52459","Lepidoptera",c(5995690.12348802, 1978928.38598446)
"52614","Lepidoptera",c(5995690.12348802, 1978928.38598446)
"52621","Lepidoptera",c(5995690.12348802, 1978928.38598446)
"52643","Lepidoptera",c(5995690.12348802, 1978928.38598446)
"52687","Lepidoptera",c(5995690.12348802, 1978928.38598446)
"52762","Lepidoptera",c(5995690.12348802, 1978928.38598446)
"52864","Lepidoptera",c(5995751.11104486, 1978592.01812421)
"53110","Hymenoptera",c(5995891.95197228, 1979414.54019537)
"53138","Hymenoptera",c(5995690.12348802, 1978928.38598446)
"53177","Hymenoptera",c(5995006.73161431, 1976209.09117825)
"53542","Hymenoptera",c(5995690.12348802, 1978928.38598446)
"53771","Hymenoptera",c(5995690.12348802, 1978928.38598446)
"53773","Hymenoptera",c(5995690.12348802, 1978928.38598446)
"53784","Hymenoptera",c(5995075.95832351, 1978476.14478857)
"53829","Hymenoptera",c(5995690.12348802, 1978928.38598446)
"54025","Hymenoptera",c(5995690.12348802, 1978928.38598446)
"54205","Hymenoptera",c(5995075.95832351, 1978476.14478857)
"54298","Hymenoptera",c(5995690.12348802, 1978928.38598446)
"54463","Coleoptera",c(5995690.12348802, 1978928.38598446)
"54481","Coleoptera",c(5995690.12348802, 1978928.38598446)
"54580","Hymenoptera",c(5995751.11104486, 1978592.01812421)
"54845","Coleoptera",c(5995075.95832351, 1978476.14478857)
"54846","Coleoptera",c(5995891.95197228, 1979414.54019537)
"54888","Coleoptera",c(5995690.12348802, 1978928.38598446)
"54917","Coleoptera",c(5995751.11104486, 1978592.01812421)
"54924","Coleoptera",c(5995751.11104486, 1978592.01812421)
"54936","Coleoptera",c(5995690.12348802, 1978928.38598446)
"54961","Coleoptera",c(5995690.12348802, 1978928.38598446)
"55089","Coleoptera",c(5995751.11104486, 1978592.01812421)
"55111","Coleoptera",c(5995751.11104486, 1978592.01812421)
"55178","Coleoptera",c(5995751.11104486, 1978592.01812421)
"55179","Coleoptera",c(5995751.11104486, 1978592.01812421)
"55190","Coleoptera",c(5995751.11104486, 1978592.01812421)
"55230","Coleoptera",c(5995690.12348802, 1978928.38598446)
"55235","Coleoptera",c(5995751.11104486, 1978592.01812421)
"55272","Coleoptera",c(5995690.12348802, 1978928.38598446)
"55275","Coleoptera",c(5995751.11104486, 1978592.01812421)
"55717","Coleoptera",c(5995075.95832351, 1978476.14478857)
"55986","Hemiptera",c(5995690.12348802, 1978928.38598446)
"56023","Coleoptera",c(5995690.12348802, 1978928.38598446)
"56265","Dermaptera",c(5995690.12348802, 1978928.38598446)
"56294","Isopoda",c(5995751.11104486, 1978592.01812421)
"56329","Ephemeroptera",c(5995690.12348802, 1978928.38598446)
"56333","Isopoda",c(5995690.12348802, 1978928.38598446)
"56349","Isopoda",c(5995690.12348802, 1978928.38598446)
"56392","",c(5995690.12348802, 1978928.38598446)
"56577","Hemiptera",c(5995690.12348802, 1978928.38598446)
"56621","Hemiptera",c(5995690.12348802, 1978928.38598446)
"56856","Hemiptera",c(5995751.11104486, 1978592.01812421)
"56950","Hemiptera",c(5995690.12348802, 1978928.38598446)
"56983","Hemiptera",c(5995751.11104486, 1978592.01812421)
"57041","Hemiptera",c(5995690.12348802, 1978928.38598446)
"57046","Amphipoda",c(5995690.12348802, 1978928.38598446)
"57086","Hemiptera",c(5995690.12348802, 1978928.38598446)
"57102","Archaeognatha",c(5995690.12348802, 1978928.38598446)
"57231","Hemiptera",c(5995499.36354649, 1978970.53089881)
"57273","Decapoda",c(5995277.48147903, 1975748.68739729)
"57274","Decapoda",c(5995262.16231407, 1975752.24948495)
"57276","Decapoda",c(5995256.11040772, 1975751.27061386)
"57304","Araneae",c(5995532.53288096, 1979147.5354894)
"57364","Amphipoda",c(5995219.63819457, 1975720.64952125)
"57469","Decapoda",c(5995510.99073477, 1976039.88007452)
"57629","Decapoda",c(5995261.50041022, 1975732.97071385)
"58324","Decapoda",c(5995228.43345061, 1975755.42761212)
"58619","Hymenoptera",c(5994819.96073228, 1976481.56727733)
"58680","Decapoda",c(5995404.75097004, 1975891.90319437)
"58711","Amphipoda",c(5995382.05065568, 1975936.36928408)
"59652","Coleoptera",c(5995213.93366924, 1977384.89010986)
"59654","Coleoptera",c(5995213.93366924, 1977384.89010986)
"60509","Decapoda",c(5993782.26761531, 1978095.24060458)
"66571","Lepidoptera",c(5994312.20085235, 1978058.74598435)
"66596","Lepidoptera",c(5994439.13804832, 1977910.41266092)
"66687","Decapoda",c(5994953.06328769, 1975984.78848517)
"67016","Lepidoptera",c(5993768.83974078, 1977636.14409496)
"67017","Lepidoptera",c(5993768.83974078, 1977636.14409496)
"67711","Decapoda",c(5994014.26843783, 1977355.64691065)
"67712","Lepidoptera",c(5995584.81322064, 1977488.97660579)
"68134","Coleoptera",c(5995041.82755371, 1976085.40859433)
"69787","Odonata",c(5995188.2000206, 1977234.68169845)
"69818","Odonata",c(5995188.2000206, 1977234.68169845)
"69833","Odonata",c(5995188.2000206, 1977234.68169845)
"69836","Odonata",c(5995188.2000206, 1977234.68169845)
